"","hgnc_symbol","entrez_gene_id","gene_biotype","percentage_gc_content","transcript_count","chromosome_name","start_position","end_position","strand","cds_length","three_prime_utr_length","transcription_factor","transcription_cofactor","chromatin_remodeller","plasma_membrane","apoptosis","cell_cycle_phase"
"ENSG00000008083","JARID2",3720,"protein_coding",43.92,3,"6",15246296,15522040,1,3225,NA,"ARID",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008086","CDKL5",6792,"protein_coding",40.21,8,"X",18425583,18653629,1,3093,80,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000008128","CDK11A",984,"protein_coding",51.99,23,"1",1702730,1724324,-1,1263,118,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000008130","NADK",65220,"protein_coding",53.7,17,"1",1751232,1780457,-1,1341,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008256","CYTH3",9265,"protein_coding",44.78,11,"7",6161776,6272644,-1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000008277","ADAM22",53616,"protein_coding",37.29,11,"7",87934143,88202889,1,2613,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008282","SYPL1",6856,"protein_coding",38.18,6,"7",106090503,106112576,-1,726,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000008283","CYB561",1534,"protein_coding",57.41,21,"17",63432304,63446378,-1,669,437,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008294","SPAG9",9043,"protein_coding",40,22,"17",50962174,51120865,-1,3534,1196,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008311","AASS",10157,"protein_coding",36.48,7,"7",122075647,122144280,-1,2199,88,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008323","PLEKHG6",55200,"protein_coding",55.71,9,"12",6310436,6328506,1,963,360,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008324","SS18L2",51188,"protein_coding",47.77,3,"3",42581840,42595114,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008382","MPND",84954,"protein_coding",55.95,8,"19",4343527,4360086,1,1416,83,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008394","MGST1",4257,"protein_coding",36.94,19,"12",16347142,16609259,1,468,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008405","CRY1",1407,"protein_coding",37.62,5,"12",106991364,107093829,-1,321,299,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000008441","NFIX",4784,"protein_coding",55.28,14,"19",12995608,13098796,1,1368,105,"CTF/NFI",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008513","ST3GAL1",6482,"protein_coding",49.4,15,"8",133454848,133571940,-1,1023,818,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008516","MMP25",64386,"protein_coding",58.2,4,"16",3046681,3060726,1,1689,NA,NA,FALSE,FALSE,TRUE,FALSE,"G0"
"ENSG00000008517","IL32",9235,"protein_coding",53.36,35,"16",3065297,3082192,1,705,195,NA,FALSE,FALSE,FALSE,FALSE,"G0"
"ENSG00000008710","PKD1",5310,"protein_coding",63.1,40,"16",2088710,2135898,-1,3369,143,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000008735","MAPK8IP2",23542,"protein_coding",63.07,2,"22",50600685,50613981,1,2475,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008838","MED24",9862,"protein_coding",50.63,34,"17",40019097,40061215,-1,303,82,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000008853","RHOBTB2",23221,"protein_coding",53.51,8,"8",22987417,23020199,1,2250,971,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000008869","HEATR5B",54497,"protein_coding",38.59,5,"2",36968383,37084342,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008952","SEC62",7095,"protein_coding",36.6,10,"3",169966635,169998373,1,258,92,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000008988","RPS20",6224,"protein_coding",41.97,12,"8",56067295,56074581,-1,186,612,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000009307","CSDE1",7812,"protein_coding",38.28,18,"1",114716913,114758676,-1,2397,211,"CSD",FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000009335","UBE3C",9690,"protein_coding",42.12,9,"7",157138913,157269372,1,1215,334,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000009413","REV3L",5980,"protein_coding",36.9,14,"6",111299028,111483715,-1,144,190,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000009724","MASP2",10747,"protein_coding",50.21,4,"1",11026523,11047233,-1,2061,361,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000009765","IYD",389434,"protein_coding",41.6,9,"6",150368892,150405969,1,870,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000009780","FAM76A",199870,"protein_coding",43.35,7,"1",27725979,27763122,1,924,2540,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000009790","TRAF3IP3",80342,"protein_coding",45.61,16,"1",209756032,209782320,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000009830","POMT2",29954,"protein_coding",47.08,23,"14",77274956,77320884,-1,308,384,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000009844","VTA1",51534,"protein_coding",35.53,5,"6",142147162,142224689,1,669,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000009950","MLXIPL",51085,"protein_coding",56.25,11,"7",73593194,73624543,-1,NA,NA,"bHLH",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000009954","BAZ1B",9031,"protein_coding",43.19,3,"7",73440398,73522278,-1,4452,630,NA,FALSE,TRUE,FALSE,FALSE,NA
"ENSG00000010017","RANBP9",10048,"protein_coding",36.94,2,"6",13621498,13711564,-1,2190,863,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010030","ETV7",51513,"protein_coding",49.34,8,"6",36354091,36387800,-1,849,449,"ETS",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010072","SPRTN",83932,"protein_coding",41.57,6,"1",231337104,231355023,1,624,914,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010165","METTL13",51603,"protein_coding",43.61,7,"1",171781664,171814023,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010219","DYRK4",8798,"protein_coding",42.77,17,"12",4562204,4615302,1,180,54,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010244","ZNF207",7756,"protein_coding",38.47,17,"17",32350117,32381886,1,1482,47,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010256","UQCRC1",7384,"protein_coding",53.04,10,"3",48599002,48610976,-1,366,88,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010270","STARD3NL",83930,"protein_coding",38.4,7,"7",38178222,38230671,1,705,16,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010278","CD9",928,"protein_coding",51.04,13,"12",6199715,6238271,1,687,432,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000010292","NCAPD2",9918,"protein_coding",46.34,13,"12",6493356,6531955,1,246,111,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010295","IFFO1",25900,"protein_coding",54.32,12,"12",6538375,6556083,-1,1680,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010310","GIPR",2696,"protein_coding",54.94,8,"19",45668244,45683724,1,1260,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000010318","PHF7",51533,"protein_coding",45.33,12,"3",52410561,52423641,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010322","NISCH",11188,"protein_coding",53.28,14,"3",52455118,52493071,1,1548,NA,NA,FALSE,FALSE,TRUE,TRUE,NA
"ENSG00000010361","FUZ",80199,"protein_coding",52.29,18,"19",49806869,49817376,-1,288,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010379","SLC6A13",6540,"protein_coding",47.19,12,"12",220621,262873,-1,372,116,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000010404","IDS",3423,"protein_coding",45.34,8,"X",149476990,149521096,-1,259,NA,NA,FALSE,FALSE,FALSE,FALSE,"G0"
"ENSG00000010539","ZNF200",7752,"protein_coding",43.67,10,"16",3222325,3236221,-1,1185,1549,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010610","CD4",920,"protein_coding",48.55,12,"12",6786858,6820808,1,136,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000010626","LRRC23",10233,"protein_coding",47.35,15,"12",6873569,6914243,1,651,47,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000010671","BTK",695,"protein_coding",43.18,10,"X",101349447,101390796,-1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000010704","HFE",3077,"protein_coding",44.85,14,"6",26087281,26098343,1,729,30,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000010803","SCMH1",22955,"protein_coding",39.5,17,"1",41027200,41242154,-1,1443,1,NA,FALSE,TRUE,FALSE,FALSE,NA
"ENSG00000010810","FYN",2534,"protein_coding",42.42,29,"6",111660332,111873452,-1,210,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000010818","HIVEP2",3097,"protein_coding",38.32,4,"6",142751467,142945201,-1,7341,1638,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011007","TCEB3",6924,"protein_coding",45.7,4,"1",23743155,23762059,1,2397,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011009","LYPLA2",11313,"protein_coding",62.39,10,"1",23790970,23795539,1,543,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011021","CLCN6",1185,"protein_coding",47.79,8,"1",11806096,11843144,1,2610,2920,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011028","MRC2",9902,"protein_coding",52.24,7,"17",62627401,62693597,1,1038,1143,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011114","BTBD7",55727,"protein_coding",40.08,8,"14",93237550,93333092,-1,167,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011132","APBA3",9546,"protein_coding",56.64,8,"19",3750819,3761699,-1,1728,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011143","MKS1",54903,"protein_coding",47.46,13,"17",58205437,58219605,-1,495,70,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011198","ABHD5",51099,"protein_coding",40.26,7,"3",43690113,43734371,1,468,56,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011243","AKAP8L",26993,"protein_coding",48.86,20,"19",15380048,15419141,-1,201,380,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011258","MBTD1",54799,"protein_coding",39.5,7,"17",51177425,51260163,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011260","UTP18",51096,"protein_coding",40.38,7,"17",51260528,51297936,1,534,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011275","RNF216",54476,"protein_coding",45.52,9,"7",5620047,5781739,-1,981,222,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000011295","TTC19",54902,"protein_coding",41.07,10,"17",15999380,16045015,1,191,369,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011304","PTBP1",5725,"protein_coding",61.17,20,"19",797075,812327,1,346,322,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011332","DPF1",8193,"protein_coding",57.15,17,"19",38211006,38229714,-1,999,NA,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000011376","LARS2",23395,"protein_coding",42.15,8,"3",45388506,45549421,1,2712,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011405","PIK3C2A",5286,"protein_coding",39.84,5,"11",17077730,17207983,-1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000011422","PLAUR",5329,"protein_coding",49.94,16,"19",43646095,43670547,-1,873,NA,NA,FALSE,FALSE,TRUE,FALSE,"G0"
"ENSG00000011426","ANLN",54443,"protein_coding",37.88,13,"7",36389806,36453791,1,3375,NA,NA,FALSE,FALSE,FALSE,FALSE,"G2"
"ENSG00000011451","WIZ",58525,"protein_coding",58.16,8,"19",15419980,15449951,-1,2907,1552,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011454","RABGAP1",2844,"protein_coding",38.49,13,"9",122940833,123104866,1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,"G0"
"ENSG00000011465","DCN",1634,"protein_coding",34.92,20,"12",91140484,91183123,-1,531,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011478","QPCTL",54814,"protein_coding",52.56,4,"19",45692483,45703989,1,867,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011485","PPP5C",5536,"protein_coding",50.75,15,"19",46346994,46392981,1,1457,344,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011523","CEP68",23177,"protein_coding",47.81,5,"2",65056366,65087004,1,1863,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011566","MAP4K3",8491,"protein_coding",36.9,13,"2",39249266,39437312,-1,2622,1334,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011590","ZBTB32",27033,"protein_coding",52.49,6,"19",35704527,35717038,1,909,NA,"ZBTB",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000011638","TMEM159",57146,"protein_coding",43.7,9,"16",21158377,21180616,1,492,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012048","BRCA1",672,"protein_coding",42.93,29,"17",43044295,43125483,-1,1495,NA,NA,TRUE,FALSE,TRUE,TRUE,"S"
"ENSG00000012061","ERCC1",2067,"protein_coding",52.1,17,"19",45407333,45478828,-1,894,6,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012124","CD22",933,"protein_coding",50.25,35,"19",35319261,35347355,1,462,146,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012171","SEMA3B",7869,"protein_coding",60.71,16,"3",50267558,50277546,1,1221,458,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012174","MBTPS2",51360,"protein_coding",38.49,3,"X",21839636,21885424,1,993,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012211","PRICKLE3",4007,"protein_coding",56.05,8,"X",49175264,49186528,-1,297,25,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012223","LTF",4057,"protein_coding",46.95,9,"3",46435645,46485234,-1,2001,175,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012232","EXTL3",2137,"protein_coding",44.36,14,"8",28600469,28755599,1,227,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012660","ELOVL5",60481,"protein_coding",41.88,7,"6",53267398,53349179,-1,900,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012779","ALOX5",240,"protein_coding",47.73,8,"10",45374176,45446119,1,420,NA,NA,FALSE,FALSE,FALSE,FALSE,"G0"
"ENSG00000012817","KDM5D",8284,"protein_coding",38.66,10,"Y",19703865,19744939,-1,NA,NA,"ARID",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012822","CALCOCO1",57658,"protein_coding",49.2,22,"12",53708517,53727745,-1,314,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000012963","UBR7",55148,"protein_coding",43.29,8,"14",93207056,93229215,1,165,53,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000012983","MAP4K5",11183,"protein_coding",37.27,10,"14",50418501,50561126,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013016","EHD3",30845,"protein_coding",50.13,2,"2",31234337,31269447,1,1641,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000013275","PSMC4",5704,"protein_coding",50.25,6,"19",39971005,39981441,1,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000013288","MAN2B2",23324,"protein_coding",54.58,5,"4",6575175,6623362,1,2877,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013293","SLC7A14",57709,"protein_coding",42.15,2,"3",170459584,170586074,-1,2316,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013297","CLDN11",5010,"protein_coding",41.54,9,"3",170418865,170860380,1,498,397,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000013306","SLC25A39",51629,"protein_coding",61.11,17,"17",44319625,44324870,-1,297,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013364","MVP",9961,"protein_coding",52.54,19,"16",29820394,29848039,1,174,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013374","NUB1",51667,"protein_coding",44.96,12,"7",151341699,151378449,1,762,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013375","PGM3",5238,"protein_coding",38.66,15,"6",83161150,83193936,-1,1701,256,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013392","RWDD2A",112611,"protein_coding",44.76,1,"6",83193379,83198932,1,879,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013441","CLK1",1195,"protein_coding",41.85,15,"2",200853009,200864744,-1,1455,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013503","POLR3B",55703,"protein_coding",39.75,4,"12",106357658,106510198,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013523","ANGEL1",23357,"protein_coding",44.52,6,"14",76786178,76826246,-1,2013,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013561","RNF14",9604,"protein_coding",42.04,16,"5",141958328,141990291,1,1425,2500,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000013563","DNASE1L1",1774,"protein_coding",54.47,12,"X",154401238,154412112,-1,188,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013573","DDX11",1663,"protein_coding",52.28,30,"12",31073845,31104791,1,575,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013583","HEBP1",50865,"protein_coding",43.52,4,"12",12974864,13000273,-1,570,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000013588","GPRC5A",9052,"protein_coding",46.77,5,"12",12890782,12917937,1,201,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000013725","CD6",923,"protein_coding",49.93,14,"11",60971680,61020377,1,1779,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000013810","TACC3",10460,"protein_coding",56.07,13,"4",1721490,1745176,1,438,220,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000014123","UFL1",23376,"protein_coding",33.38,2,"6",96521595,96555276,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000014138","POLA2",23649,"protein_coding",47.9,8,"11",65261762,65305589,1,114,62,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000014164","ZC3H3",23144,"protein_coding",58.38,2,"8",143437655,143541453,-1,2847,400,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000014216","CAPN1",823,"protein_coding",51.18,28,"11",65180566,65212006,1,2145,719,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000014257","ACPP",55,"protein_coding",40.4,9,"3",132317367,132368298,1,299,196,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000014641","MDH1",4190,"protein_coding",38.05,16,"2",63588609,63607197,1,1005,209,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000014824","SLC30A9",10463,"protein_coding",36.98,5,"4",41990472,42090457,1,360,129,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000014914","MTMR11",10903,"protein_coding",50.01,10,"1",149928651,149936898,-1,2130,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000014919","COX15",1355,"protein_coding",42.42,3,"10",99711844,99732100,-1,1233,1071,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000015133","CCDC88C",440193,"protein_coding",51.25,14,"14",91271323,91417844,-1,394,68,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000015153","YAF2",10138,"protein_coding",39.02,19,"12",42157104,42238349,-1,135,62,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000015171","ZMYND11",10771,"protein_coding",37.8,17,"10",134465,254637,1,1554,2155,NA,FALSE,TRUE,FALSE,FALSE,NA
"ENSG00000015285","WAS",7454,"protein_coding",50.82,7,"X",48676596,48691427,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000015475","BID",637,"protein_coding",52.51,15,"22",17734138,17774770,-1,588,1408,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000015479","MATR3",NA,"protein_coding",38.84,27,"5",139293648,139331359,1,1530,1009,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000015520","NPC1L1",29881,"protein_coding",51.5,4,"7",44512535,44541315,-1,4080,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000015532","XYLT2",64132,"protein_coding",56.54,7,"17",50346092,50363138,1,2598,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000015568","RGPD5",84220,"protein_coding",39.34,13,"2",109792758,109857695,1,297,143,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000015676","NUDCD3",23386,"protein_coding",44.52,11,"7",44379121,44490880,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000016391","CHDH",55349,"protein_coding",49.32,3,"3",53812335,53846390,-1,1785,5441,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000016864","GLT8D1",55830,"protein_coding",44.63,17,"3",52694485,52706083,-1,72,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000017260","ATP2C1",27032,"protein_coding",37.56,24,"3",130850595,131016712,1,393,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000017373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000017427","IGF1",3479,"protein_coding",39.66,7,"12",102395867,102480645,-1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000017483","SLC38A5",92745,"protein_coding",54.89,14,"X",48458537,48470256,-1,88,79,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000017621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000017797","RALBP1",10928,"protein_coding",41.38,5,"18",9475009,9538116,1,1968,2176,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000018189","RUFY3",22902,"protein_coding",39.91,15,"4",70704204,70807315,1,465,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000018236","CNTN1",1272,"protein_coding",35.21,11,"12",40692442,41072418,1,174,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000018280","SLC11A1",6556,"protein_coding",55.34,18,"2",218382029,218396894,1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000018408","WWTR1",25937,"protein_coding",41.07,12,"3",149517235,149736714,-1,89,95,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000018510","AGPS",8540,"protein_coding",36.02,3,"2",177392644,177543836,1,570,222,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000018610","CXorf56",63932,"protein_coding",44.29,3,"X",119538149,119565408,-1,522,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000018625","ATP1A2",477,"protein_coding",50.38,8,"1",160115759,160143591,1,2144,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000018699","TTC27",55622,"protein_coding",39.46,6,"2",32628032,32821051,1,141,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000018869","ZNF582",147948,"protein_coding",40.84,7,"19",56375846,56393545,-1,310,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000019102","VSIG2",23584,"protein_coding",53.7,2,"11",124747472,124752238,-1,855,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000019144","PHLDB1",23187,"protein_coding",54.3,29,"11",118606440,118658038,1,2988,102,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000019169","MARCO",8685,"protein_coding",44.33,3,"2",118942166,118994660,1,1563,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000019186","CYP24A1",1591,"protein_coding",43.36,6,"20",54153449,54173973,-1,1347,9,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000019485","PRDM11",56981,"protein_coding",47.84,6,"11",45095806,45235124,1,1441,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000019505","SYT13",57586,"protein_coding",46.27,3,"11",45240301,45286319,-1,61,129,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000019582","CD74",972,"protein_coding",53.3,12,"5",150401637,150412929,-1,437,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000019991","HGF",3082,"protein_coding",34.42,10,"7",81699006,81770438,-1,633,NA,NA,FALSE,FALSE,FALSE,FALSE,"G0"
"ENSG00000019995","ZRANB1",54764,"protein_coding",39.68,2,"10",124942123,124988189,1,2127,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000020129","NCDN",23154,"protein_coding",57.71,6,"1",35557473,35567274,1,2139,1108,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000020256","ZFP64",55734,"protein_coding",44.05,12,"20",52051663,52204308,-1,1884,867,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000020426","MNAT1",4331,"protein_coding",36.62,9,"14",60734742,60969953,1,930,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000020577","SAMD4A",23034,"protein_coding",43.1,13,"14",54567097,54793315,1,1893,4366,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000020633","RUNX3",864,"protein_coding",54.8,5,"1",24899511,24965121,-1,1248,NA,"Runt",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000020922","MRE11A",4361,"protein_coding",37.31,10,"11",94415578,94493908,-1,2124,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000021300","PLEKHB1",58473,"protein_coding",52.94,22,"11",73646178,73662819,1,351,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000021355","SERPINB1",1992,"protein_coding",43.16,5,"6",2832332,2842006,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000021461","CYP3A43",64816,"protein_coding",40.68,17,"7",99828013,99866102,1,1182,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000021488","SLC7A9",11136,"protein_coding",46.62,6,"19",32830509,32869766,-1,120,149,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000021574","SPAST",6683,"protein_coding",39.98,4,"2",32063611,32157637,1,1755,3139,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000021645","NRXN3",9369,"protein_coding",39.18,15,"14",78242391,79868290,1,1197,1415,NA,FALSE,FALSE,TRUE,FALSE,NA
